Program,ess_identifier,Contract ID,Site Code,Site Description,ESA Code,ESA Name,State,specialist_site_type_code
ESS,7045010006,0212892E,AC51,AimBig Employment HOBART,4HOB,Tasmania,TAS,
DMS,2339160,0212794C,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,
DMS,6058561009,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,760235309,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL
DMS,2494275509,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
ESS,2889416007,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,
ESS,1298073009,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
ESS,8458055409,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL
DMS,378973209,0212872A,ML17,AimBig Employment ORANGE,4PAT,Northern NSW,NSW,
ESS,6786371809,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
ESS,9477120809,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL
DMS,26266909,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,3956910005,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL
DMS,3351500004,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
ESS,2011491409,0212904D,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,
ESS,15538700,0212897K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,
DMS,1522061007,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
ESS,17779870,0212887H,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,
DMS,7436687709,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
ESS,3354038809,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,9872770003,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,9360750209,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH
ESS,3007491909,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,
DMS,3152266309,0212834F,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,4642663509,0212826F,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,
DMS,483957003,0212840D,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
DMS,347564009,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,17343100,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,2523570,0212796E,MO57,AimBig Employment UPPER MOUNT GRAVATT,4SOB,QLD South and West,QLD,
DMS,174542003,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
DMS,630620509,0212854K,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,MUSK
ESS,7703490119,0212886G,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,
DMS,6443520003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,8981144309,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,
ESS,7051910609,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
ESS,5092306009,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,
ESS,5651970309,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
ESS,880344019,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
DMS,6970216019,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL
DMS,9723209209,0212817E,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,
DMS,15381660,0212841E,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,
ESS,2787507509,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,
DMS,945954709,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MENH
DMS,6510905003,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
ESS,9832631709,0212893F,AC31,Aimbig Employment LAUNCESTON,4LAU,Tasmania,TAS,
DMS,7250249019,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,
DMS,1815760,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL
DMS,2547719409,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,12711970,0212835G,MM47,AimBig Employment DEAKIN,4ACQ,South East Sydney,ACT,
DMS,9502473909,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,
ESS,5785484609,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL
ESS,17112990,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
DMS,8098104003,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
ESS,8304880509,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,3297169109,0212801H,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,
ESS,4604825019,0212900K,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
DMS,486591609,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,3147231709,0212863K,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,
ESS,5362280,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
DMS,1044492019,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,9080746809,0212845J,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
DMS,9108027509,0212853J,ML87,AimBig Employment MOUNT DRUITT,4OWS,South Western Sydney,NSW,
DMS,8155381709,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,2633065409,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH
ESS,1047184003,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,9179710006,0212795D,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
DMS,929187003,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,
DMS,537388109,0212826F,AD61,AimBig Employment NAMBUCCA HEADS,4COH,Northern NSW,NSW,
DMS,4416894209,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,7394267409,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,7093174609,0212838K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,
ESS,8213577019,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,
DMS,8568517003,0212855K,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,
DMS,234614109,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL
ESS,16704230,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,AALL
ESS,8785154709,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,
DMS,8238874009,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
ESS,4717925809,0212898K,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,
DMS,10668900,0212841E,AB21,AimBig Employment BAULKHAM HILLS,4CWS,Northern Sydney,NSW,
DMS,292831005,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,MUSK
ESS,6223204003,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL
DMS,1502999209,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
ESS,5600780709,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
DMS,6133801004,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH
DMS,8414859009,0212824D,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
DMS,8344100002,0212826F,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,AALL
DMS,8522432209,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,4082216003,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL
DMS,4866314019,0212822B,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MENH
DMS,5376394003,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,14482850,0212823C,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,
ESS,4856385709,0212900K,AA71,AimBig Employment MARRICKVILLE,4INS,Eastern Sydney,NSW,
ESS,17694490,0212903C,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,8754247019,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL
ESS,2142169809,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,5758646609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,7335866809,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,1801413119,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,7683553007,0212821A,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
ESS,9312570003,0212900K,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL
ESS,8187376003,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
ESS,4654270909,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
ESS,2914870,0212902B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,6576510002,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
DMS,1524370,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
ESS,500310003,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,
DMS,9721177709,0212790K,MO87,AimBig Employment PROSPECT,4EAA,South Australia,SA,
DMS,1472931309,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
DMS,5380940,0212795D,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,
ESS,5481870,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,72900609,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,1296353309,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,
DMS,13118320,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
ESS,8145537409,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,8011262709,0212890C,AD01,AimBig Employment CASINO,4RIC,Northern NSW,NSW,
DMS,9812020,0212845J,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,AALL
DMS,4250945609,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK
DMS,5095534609,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
DMS,14974040,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,6921833019,0212868E,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,
DMS,611057709,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH
DMS,5679002509,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,1137996003,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH
ESS,4119870,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,5217230,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
ESS,1608686709,0212890C,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,
DMS,707374409,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
ESS,7631164209,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,131885809,,NULL,NULL,4FAI,NULL,NULL,
DMS,8318858809,0212851G,NW97,AimBig Employment CHATSWOOD,4NOS,Northern Sydney,NSW,
ESS,379273003,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,1852512003,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL
DMS,6843170019,0212832D,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MUSK
DMS,9175709609,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,12743200,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
ESS,1870870,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,17683300,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
ESS,530363609,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,1854973509,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL
DMS,630339019,0212804K,MN97,AimBig Employment HYDE PARK,4TOW,QLD North,QLD,
DMS,10656390,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,5024300,0212827G,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
ESS,3893671609,0212904D,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,AALL
ESS,171142003,0212904D,NW67,AimBig Employment ROCKDALE,4SGS,South East Sydney,NSW,
DMS,4470629109,0212851G,ML97,AimBig Employment BROOKVALE,4NOS,Northern Sydney,NSW,
ESS,3944458909,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
DMS,646975109,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,17723040,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL
ESS,5050049509,0212892E,AC71,AimBig Employment ROSNY PARK,4HOB,Tasmania,TAS,
ESS,1506735009,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,7501554109,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,9497995019,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
ESS,17564560,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,3143205609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,8497715004,0212805A,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,
DMS,7570184119,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,
DMS,369339509,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH
DMS,9714344007,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
DMS,2352296109,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,
ESS,5831939409,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,
DMS,7479507409,0212801H,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,
DMS,7284626003,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH
DMS,6688514309,0212826F,AD61,AimBig Employment NAMBUCCA HEADS,4COH,Northern NSW,NSW,
ESS,5497909709,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
DMS,11686420,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,6412353004,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,
DMS,6624823409,0212850F,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,AALL
DMS,6732395003,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,
DMS,2869685509,0212870K,ML27,AimBig Employment DUBBO,4ORA,Northern NSW,NSW,MENH
DMS,6519404019,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL
ESS,5461000,0212879H,MK87,AimBig Employment CHERMSIDE,4NOB,QLD North,QLD,
DMS,3670940004,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
ESS,2152772609,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
DMS,5206233509,0212805A,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,
DMS,7086107309,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,8854290209,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,
ESS,1710300209,0212900K,NX07,AimBig Employment SYDNEY,4INS,Eastern Sydney,NSW,
DMS,1366556709,0212823C,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MUSK
DMS,2173118109,0212794C,MO67,AimBig Employment SURFERS PARADISE,4GOC,QLD South and West,QLD,
ESS,4103601119,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,17898610,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,
DMS,16041100,0212845J,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,AALL
ESS,6465693019,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL
DMS,7397354019,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
DMS,9532356709,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
DMS,9163455003,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK
DMS,1518261009,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
ESS,2709862007,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,16055760,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,
DMS,4409133309,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,
ESS,4882810,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
ESS,9922252609,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,5011908019,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL
DMS,8087104609,0212826F,AD51,AimBig Employment COFFS HARBOUR,4COH,Northern NSW,NSW,AALL
ESS,5386626003,0212901A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,402950,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,
ESS,17620630,0212888J,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
DMS,8869718909,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,
DMS,3692930009,0212820K,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MENH
DMS,9261057509,0212838K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL
DMS,4292526909,0212817E,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,3884124609,0212861J,AC71,AimBig Employment ROSNY PARK,4HOB,Tasmania,TAS,
DMS,540790,0212844H,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL
DMS,9664264309,0212851G,NW97,AimBig Employment CHATSWOOD,4NOS,Northern Sydney,NSW,
DMS,452750,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,
DMS,8431028109,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,
DMS,7002943909,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH
DMS,3531188109,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL
DMS,4808073003,0212839K,MM37,AimBig Employment BANKSTOWN,4CAB,South East Sydney,NSW,MENH
DMS,296064509,0212823C,MM97,AimBig Employment TAYLORS LAKES,4WES,Western Victoria,VIC,MUSK
DMS,10379060,0212799H,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,
DMS,3420331019,0212822B,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,
DMS,8515505019,0212830B,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,
ESS,1360322003,0212889K,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL
ESS,4992880,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,9444735109,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
DMS,7657689009,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH
DMS,1500573019,0212795D,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,
DMS,705010004,0212795D,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,
ESS,2475357309,0212900K,AA61,AimBig Employment DARLINGHURST,4INS,Eastern Sydney,NSW,
ESS,2168498909,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,4897278509,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,1358028909,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
ESS,2829331609,0212888J,AD41,AimBig Employment PORT MACQUARIE,4HAS,Northern NSW,NSW,
ESS,5748061509,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,
ESS,4454378809,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,
ESS,361485019,0212897K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,AALL
ESS,4219206003,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,
DMS,642807909,0212851G,NW97,AimBig Employment CHATSWOOD,4NOS,Northern Sydney,NSW,
DMS,7365996609,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,
DMS,4879485809,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,
DMS,3597022007,0212822B,YA67,AimBig Employment Pty Ltd BACCHUS MARSH,4WES,Western Victoria,VIC,MENH
DMS,3869141409,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
ESS,8483402004,0212883D,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,
DMS,6003168409,0212824D,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
DMS,4392512003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL
DMS,4340500,0212803K,MO07,AimBig Employment MACKAY,4MAK,QLD North,QLD,
ESS,6538144009,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL
ESS,9498830,0212904D,A991,AimBig Employment MIRANDA,4SGS,South East Sydney,NSW,
ESS,2756928409,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,
DMS,16110990,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,
ESS,4357234709,0212899A,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,1743160,0212879H,ML07,AimBig Employment MITCHELTON,4NOB,QLD North,QLD,
ESS,7105004,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,
ESS,4781860,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
DMS,2732708309,0212824D,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,
ESS,1361020,0212903C,AA01,AimBig Employment PENRITH,4NEP,South Western Sydney,NSW,
DMS,4776026007,0212823C,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,MUSK
DMS,550005019,,NULL,NULL,4YAR,NULL,NULL,
ESS,3471163209,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,
DMS,2397018809,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,8383452007,0212886G,YH37,AimBig Employment GLENROY,4CAL,Northern Victoria,VIC,AALL
DMS,1353840008,0212833E,MM57,AimBig Employment JOONDALUP,4NOM,Western Australia,WA,
DMS,9485154509,0212839K,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,
DMS,8735416007,0212822B,MM87,AimBig Employment WERRIBEE,4WES,Western Victoria,VIC,
DMS,5947769609,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,
DMS,6733481003,0212812K,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL
DMS,9145070,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
ESS,5059010,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,
DMS,9602822809,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,
DMS,2452710,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,
ESS,3955341003,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL
DMS,7512574003,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,
DMS,8920075003,0212838K,AB71,AimBig Employment MILES,4WDO,QLD South and West,QLD,
DMS,2396806003,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,
ESS,9797957003,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,
DMS,8805836509,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL
