,Program,JOB_SEEKER_ID,CONTRACT_ID,SITE_CODE,SITE_DESCRIPTION,ESA_CODE,ESA Name,State,SPECIALIST_SITE_TYPE_CODE,Num_13_full,Den_13_full,Num_52,Den_52
4895,DMS,272690109,0212812K,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
4896,DMS,9460580004,0212830B,FV38,AimBig Employment DARWIN CITY,4DAR,Northern Territory,NT,AALL,,,,
4897,DMS,8419820008,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,,,,
4898,ESS,5252972019,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
4899,DMS,980144009,0212831C,MM67,AimBig Employment ROCKINGHAM,4CWM,Western Australia,WA,MENH,,,,
4900,DMS,4622211119,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
4901,DMS,6496010007,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
4902,DMS,4444188709,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
4903,DMS,1894334004,0212805A,MN97,AimBig Employment AITKENVALE,4TOW,QLD North,QLD,MUSK,,,,
4904,DMS,7336357003,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
4905,ESS,9827906709,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
4906,DMS,2356810002,0212829J,AD11,AimBig Employment LISMORE,4RIC,Northern NSW,NSW,AALL,,,,
4907,ESS,6613810009,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
4908,DMS,9887001709,0212848A,AA41,AimBig Employment LIVERPOOL,4LIV,Western Sydney,NSW,AALL,,,,
4909,ESS,4374196019,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4910,DMS,1082924003,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
4911,DMS,896733709,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
4912,DMS,3691452409,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4913,DMS,9775450007,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MENH,,,,
4914,DMS,4434642809,0212813A,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
4915,DMS,8604036007,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
4916,ESS,353602509,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4917,DMS,647167609,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
4918,DMS,5547661409,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
4919,DMS,9339890003,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4920,DMS,3639240006,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
4921,ESS,684440,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4922,ESS,1098284003,0212903C,FX78,Aimbig Employment WINDSOR,4NEP,South Western Sydney,NSW,AALL,,,,
4923,ESS,2203052003,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4924,DMS,2781584909,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
4925,DMS,940233309,0212843G,MM17,AimBig Employment BONDI JUNCTION,4ESU,Eastern Sydney,NSW,MUSK,,,,
4926,DMS,3406798109,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
4927,ESS,7877557003,0212879H,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
4928,DMS,1305624004,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
4929,ESS,1746935004,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
4930,DMS,9699526609,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
4931,ESS,8079012007,0212895H,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
4932,DMS,8541541003,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4933,DMS,1584380007,0212858C,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
4934,DMS,2436289909,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,,,,
4935,DMS,9446946409,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
4936,ESS,9843811004,0212897K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
4937,ESS,5884191004,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4938,ESS,7478133109,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
4939,DMS,7910172007,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
4940,DMS,9065243007,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
4941,DMS,1595989909,0212796E,MO47,AimBig Employment WOOLLOONGABBA,4SOB,QLD South and West,QLD,MENH,,,,
4942,DMS,6141365119,0212795D,MK77,AimBig Employment TOOWONG,4NOB,QLD North,QLD,AALL,,,,
4943,ESS,1543712009,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4944,ESS,22017600,0212889K,FX88,AimBig Employment Pty Ltd. ARMIDALE,4NEE,Northern NSW,NSW,AALL,,,,
4945,DMS,1630088019,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
4946,DMS,662209309,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
4947,ESS,5944320005,0212891D,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,AALL,,,,
4948,DMS,11416840,0212846K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MENH,,,,
4949,DMS,459092009,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
4950,ESS,7935696509,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
4951,DMS,3253165019,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
4952,DMS,15490210,0212793B,N687,AimBig Employment BURLEIGH HEADS,4GOC,QLD South and West,QLD,MENH,,,,
4953,ESS,6839828809,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
4954,ESS,3005955019,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
4955,DMS,1533829019,0212820K,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MENH,,,,
4956,ESS,8569380019,0212886G,AD71,AimBig Employment CRAIGIEBURN,4CAL,Northern Victoria,VIC,AALL,,,,
4957,DMS,7597787309,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,AALL,,,,
4958,ESS,1093332809,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
4959,DMS,7028620004,0212875D,MO37,AimBig Employment CALOUNDRA,4SUC,QLD North,QLD,MUSK,,,,
4960,DMS,8987379609,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
4961,DMS,9094579409,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
4962,DMS,4577997209,0212821A,MN37,AimBig Employment EPPING,4PLE,Western Victoria,VIC,MUSK,,,,
4963,DMS,365703007,0212862K,AB91,AimBig Employment CORIO,4GEE,South Victoria,VIC,AALL,,,,
4964,DMS,1460179509,0212855K,A981,AimBig Employment HURSTVILLE,4SGS,South East Sydney,NSW,AALL,,,,
4965,DMS,3273154004,0212838K,AB51,AimBig Employment DALBY,4WDO,QLD South and West,QLD,AALL,,,,
4966,DMS,7706500709,0212822B,MN07,AimBig Employment SUNSHINE,4WES,Western Victoria,VIC,MENH,,,,
4967,ESS,2108726409,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
4968,DMS,8219305609,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
4969,DMS,8743767209,0212798G,MO27,AimBig Employment CAIRNS CITY,4CAI,QLD North,QLD,MENH,,,,
4970,DMS,9306661609,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
4971,ESS,286597809,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
4972,DMS,1605296409,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
4973,DMS,6859840,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
4974,DMS,5242327609,0212862K,Y977,AimBig Employment Pty Ltd GEELONG,4GEE,South Victoria,VIC,AALL,,,,
4975,DMS,517958409,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
4976,DMS,1546723809,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
4977,DMS,6832703409,0212818F,YA27,AimBig Employment Pty Ltd CAPEL SOUND,4PEN,South Victoria,VIC,MENH,,,,
4978,DMS,9291362007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
4979,DMS,6764366809,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MENH,,,,
4980,DMS,1285799109,0212816D,AE01,AimBig Employment SINGLETON,4UPH,Newcastle/Hunter,NSW,AALL,,,,
4981,ESS,1986114003,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
4982,DMS,685464309,0212818F,YA07,AimBig Employment Pty Ltd HASTINGS,4PEN,South Victoria,VIC,MENH,,,,
4983,DMS,823676909,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
4984,DMS,9367336007,0212818F,YA27,AimBig Employment Pty Ltd CAPEL SOUND,4PEN,South Victoria,VIC,MENH,,,,
4985,DMS,7348644007,0212823C,YA87,AimBig Employment Pty Ltd MELTON,4WES,Western Victoria,VIC,MUSK,,,,
4986,DMS,8800741709,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
4987,ESS,4114167909,0212898K,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,AALL,,,,
4988,ESS,9755145609,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
4989,DMS,21560470,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
4990,DMS,559951509,0212850F,FX78,Aimbig Employment WINDSOR,4NEP,South Western Sydney,NSW,AALL,,,,
4991,DMS,151357003,0212795D,NX17,AimBig Employment FORTITUDE VALLEY,4NOB,QLD North,QLD,AALL,,,,
4992,DMS,186770007,0212818F,YA27,AimBig Employment Pty Ltd CAPEL SOUND,4PEN,South Victoria,VIC,MENH,,,,
4993,DMS,9707324007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
4994,DMS,4047131004,0212801H,MO17,AimBig Employment ROCKHAMPTON CITY,4CAP,QLD North,QLD,MUSK,,,,
4995,DMS,780803609,0212789F,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MENH,,,,
4996,DMS,4308805909,0212857B,ML77,AimBig Employment WOLLONGONG,4WOL,South East Sydney,NSW,MUSK,,,,
4997,DMS,21035870,0212830B,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
4998,ESS,7208469409,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
4999,ESS,7375365003,0212881B,AE91,AimBig Employment GOSFORD,4CEC,Central Coast NSW,NSW,AALL,,,,
5000,ESS,3043907509,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
5001,ESS,6480245007,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
5002,DMS,9923650119,0212822B,MN17,AimBig Employment NEWPORT,4WES,Western Victoria,VIC,MENH,,,,
5003,DMS,5894284309,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5004,DMS,775275809,0212819G,YA07,AimBig Employment Pty Ltd HASTINGS,4PEN,South Victoria,VIC,MUSK,,,,
5005,DMS,19698970,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5006,DMS,5954352809,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5007,DMS,3082748309,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5008,DMS,627660,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5009,DMS,8784957809,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
5010,DMS,203173809,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,,,,
5011,ESS,1002432109,0212893F,AC31,Aimbig Employment LAUNCESTON,4LAU,Tasmania,TAS,AALL,,,,
5012,DMS,7232952509,0212796E,FR68,AimBig Employment INALA,4SOB,QLD South and West,QLD,MENH,,,,
5013,DMS,8063700009,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5014,ESS,589479009,0212900K,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
5015,DMS,5408590,0212841E,AB11,AimBig Employment PARRAMATTA,4CWS,Northern Sydney,NSW,AALL,,,,
5016,ESS,3027065019,0212899A,AA91,AimBig Employment FAIRFIELD,4FAI,Western Sydney,NSW,AALL,,,,
5017,DMS,968019509,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
5018,DMS,8049022809,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5019,ESS,2512514209,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
5020,ESS,4118877003,0212886G,Y997,AimBig Employment Pty Ltd SUNBURY,4CAL,Northern Victoria,VIC,AALL,,,,
5021,ESS,864240009,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
5022,ESS,7171541509,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
5023,DMS,203352609,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
5024,DMS,3800590909,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5025,ESS,4895230609,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5026,DMS,2464236809,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5027,DMS,4816394609,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5028,DMS,8106643509,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5029,DMS,5782027609,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5030,ESS,139330002,0212879H,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5031,DMS,8180940003,0212813A,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
5032,DMS,6979800609,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
5033,DMS,4640989409,0212850F,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5034,DMS,2317537909,0212836H,MM47,AimBig Employment DEAKIN,4ACQ,South East Sydney,ACT,MUSK,,,,
5035,ESS,20700100,0212898K,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
5036,DMS,5795179109,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5037,DMS,4039142709,0212845J,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
5038,DMS,3283971007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5039,DMS,3646324004,0212849B,AA21,AimBig Employment CAMPBELLTOWN,4MAC,South Western Sydney,NSW,AALL,,,,
5040,DMS,1008047809,0212793B,FU98,AimBig Employment SOUTHPORT,4GOC,QLD South and West,QLD,MENH,,,,
5041,DMS,7315120409,0212822B,YA67,AimBig Employment Pty Ltd BACCHUS MARSH,4WES,Western Victoria,VIC,MENH,,,,
5042,ESS,17991580,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
5043,DMS,8939041609,0212845J,AA51,AimBig Employment SURRY HILLS,4INS,Eastern Sydney,NSW,AALL,,,,
5044,ESS,1048635709,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5045,DMS,9014988409,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
5046,DMS,8893707909,0212814B,AE31,AimBig Employment TAMWORTH,4KEE,Northern NSW,NSW,AALL,,,,
5047,DMS,3715550,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5048,DMS,804003019,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5049,DMS,13022260,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,,,,
5050,DMS,5537570209,0212821A,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MUSK,,,,
5051,DMS,949385909,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5052,ESS,21828930,0212881B,AE81,AimBig Employment KANWAL,4CEC,Central Coast NSW,NSW,AALL,,,,
5053,DMS,6187529409,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5054,DMS,9903704709,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
5055,DMS,2107636609,0212821A,YA47,AimBig Employment Pty Ltd RESERVOIR,4PLE,Western Victoria,VIC,MUSK,,,,
5056,DMS,6698947409,0212812K,AE61,AimBig Employment WYONG,4CEC,Central Coast NSW,NSW,AALL,,,,
5057,DMS,1515822019,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5058,DMS,3905820,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
5059,DMS,7106150,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5060,DMS,3847731007,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5061,DMS,572700609,0212828H,AD31,AimBig Employment GLEN INNES,4NEE,Northern NSW,NSW,AALL,,,,
5062,DMS,3362052209,0212860H,ML67,AimBig Employment BALLARAT CENTRAL,4EUR,Regional Victoria,VIC,MUSK,,,,
5063,DMS,4857400001,0212830B,AC91,AimBig Employment BERRIMAH,4DAR,Northern Territory,NT,AALL,,,,
5064,DMS,4152159009,0212793B,FR58,AimBig Employment NERANG,4GOC,QLD South and West,QLD,MENH,,,,
5065,DMS,9533066509,0212820K,YA37,AimBig Employment Pty Ltd PRESTON,4PLE,Western Victoria,VIC,MENH,,,,
5066,DMS,7600314003,0212828H,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
5067,DMS,3905990,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
5068,DMS,1182290,0212818F,YA07,AimBig Employment Pty Ltd HASTINGS,4PEN,South Victoria,VIC,MENH,,,,
5069,ESS,4846800,0212881B,MK57,AimBig Employment ETTALONG BEACH,4CEC,Central Coast NSW,NSW,AALL,,,,
5070,DMS,2931320,0212833E,FV68,AimBig Employment OSBORNE PARK,4NOM,Western Australia,WA,MENH,,,,
5071,DMS,2499867809,0212830B,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
5072,DMS,9771231003,0212847K,MM07,AimBig Employment BURWOOD,4INW,South East Sydney,NSW,MUSK,,,,
5073,DMS,8669985209,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5074,DMS,12370950,0212817E,AD91,AimBig Employment BROADMEADOWS,4CAL,Northern Victoria,VIC,AALL,,,,
5075,DMS,9375796003,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5076,ESS,3368500,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5077,DMS,8875670609,0212864A,ML57,AimBig Employment WARRNAMBOOL,4HAM,Regional Victoria,VIC,MUSK,,,,
5078,DMS,12413110,0212819G,YA17,AimBig Employment Pty Ltd MORNINGTON,4PEN,South Victoria,VIC,MUSK,,,,
5079,DMS,8836350003,0212812K,AE71,AimBig Employment WOY WOY,4CEC,Central Coast NSW,NSW,AALL,,,,
5080,DMS,352739009,0212821A,YA57,AimBig Employment Pty Ltd THOMASTOWN,4PLE,Western Victoria,VIC,MUSK,,,,
5081,DMS,2227875509,0212815C,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
5082,DMS,3251424609,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5083,ESS,8582620003,0212889K,AD21,AimBig Employment INVERELL,4NEE,Northern NSW,NSW,AALL,,,,
5084,DMS,9353242009,0212791K,FW58,AimBig Employment Pty Ltd. SEATON,4WEA,South Australia,SA,MENH,,,,
5085,DMS,20028080,0212822B,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MENH,,,,
5086,ESS,132591809,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5087,DMS,513955309,0212795D,FU88,AimBig Employment STRATHPINE,4NOB,QLD North,QLD,AALL,,,,
5088,ESS,3333371004,0212879H,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
5089,DMS,6494709909,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
5090,ESS,635281209,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
5091,DMS,343604909,0212840D,MM27,AimBig Employment CAMPSIE,4CAB,South East Sydney,NSW,MUSK,,,,
5092,DMS,2468223409,0212823C,YA77,AimBig Employment Pty Ltd HOPPERS CROSSING,4WES,Western Victoria,VIC,MUSK,,,,
5093,DMS,7568226609,0212841E,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5094,ESS,4926696209,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
5095,ESS,9768959709,0212900K,AA81,AimBig Employment LEICHHARDT,4INS,Eastern Sydney,NSW,AALL,,,,
5096,DMS,1032011009,0212844H,AB01,AimBig Employment CABRAMATTA,4FAI,Western Sydney,NSW,AALL,,,,
5097,DMS,7620782709,0212820K,MN27,AimBig Employment HEIDELBERG,4PLE,Western Victoria,VIC,MENH,,,,
5098,ESS,1866756109,0212881B,MK47,AimBig Employment THE ENTRANCE,4CEC,Central Coast NSW,NSW,AALL,,,,
5099,ESS,6188701019,0212898K,Y947,AimBig Employment MERRYLANDS,4CWS,Northern Sydney,NSW,AALL,,,,
5100,ESS,1179291809,0212886G,AD81,AimBig Employment MOONEE PONDS,4CAL,Northern Victoria,VIC,AALL,,,,
5101,DMS,3279635109,0212795D,MK97,AimBig Employment NORTH LAKES,4NOB,QLD North,QLD,AALL,,,,
5102,ESS,5963987309,0212884E,AE11,AimBig Employment BROADMEADOW,4LOH,Newcastle/Hunter,NSW,AALL,,,,
5103,DMS,307113109,0212825E,MM77,AimBig Employment MELBOURNE,4YAR,Northern Victoria,VIC,MUSK,,,,
5104,ESS,3650210119,0212894G,AC21,AimBig Employment BENDIGO,4BEN,Regional Victoria,VIC,AALL,,,,
5105,DMS,7737301909,0212866C,ML47,AimBig Employment MILDURA,4SUN,South Australia,VIC,MENH,,,,
5106,ESS,137669509,0212903C,FX68,Aimbig Employment RICHMOND,4NEP,South Western Sydney,NSW,AALL,,,,
5107,DMS,851892709,0212841E,AB31,AimBig Employment AUBURN,4CWS,Northern Sydney,NSW,AALL,,,,
5108,DMS,2382810009,0212838K,AB41,AimBig Employment ROMA,4WDO,QLD South and West,QLD,AALL,,,,
5109,ESS,3909731003,0212882C,AE51,AimBig Employment MAITLAND,4HUT,Newcastle/Hunter,NSW,AALL,,,,
5110,ESS,12585960,0212882C,AE41,AimBig Employment CESSNOCK,4HUT,Newcastle/Hunter,NSW,AALL,,,,
5111,DMS,5217623509,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
5112,DMS,8862401609,0212869F,ML37,AimBig Employment DEVONPORT,4WNW,Tasmania,TAS,MUSK,,,,
5113,DMS,1726664709,0212815C,YH67,AimBig Employment CHARLESTOWN,4LOH,Newcastle/Hunter,NSW,AALL,,,,
5114,DMS,6376045009,0212789F,FV28,AimBig Employment NORWOOD,4EAA,South Australia,SA,MENH,,,,
5115,ESS,981125209,0212897K,AB61,AimBig Employment CHINCHILLA,4WDO,QLD South and West,QLD,AALL,,,,
5116,DMS,6205076309,0212822B,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MENH,,,,
5117,DMS,5799927209,0212823C,YA97,AimBig Employment Pty Ltd ST ALBANS,4WES,Western Victoria,VIC,MUSK,,,,
5118,ESS,3311120909,0212891D,AC81,AimBig Employment CASUARINA,4DAR,Northern Territory,NT,AALL,,,,
